club,elo_ranking_club,elo
FC Chelsea U21,,1556.9178807717128
36 Lion FC,,1664.7353978169303
FK Blansko,,1619.5970126411578
FK Poprad,,1515.5474373290756
AEL Kalloni,,1562.32712471849
FK Jablonec B,,1688.1043321548207
FC Vysocina Jihlava B (- 2023),,1574.8509673242295
OFK Belgrad,,1624.5224961707104
FC Slavoj Vysehrad,,1697.9755818962583
FC Rohoznik,,1673.7043772080906
SK Sigma Olomouc B,,1546.1525903273116
FK Moskwa,,1657.554806370584
CD Toledo,,1503.8664102539324
MSK Povazska Bystrica,,1548.786146070372
Inter Club d'Escaldes,,1657.5545743597004
SC Amaliendorf-Aalfang,,1551.8669371248366
UFC Pamhagen,,1617.329812466006
Metalurg Zaporizhya,,1526.4210970564882
Red Bull Bragantino,,1640.407521731867
Real SC,,1627.3523921046487
Bolton Wanderers,,1586.687004287148
MFK Karvina B,,1619.117518655604
Apollon 1926,,1610.8404468804988
AFC Nove Mesto nad Vahom,,1537.883504897058
St. Louis CITY SC,,1648.5426349814688
1.FC Koln U19,,1637.8155572958708
JK Viljandi Tulevik,,1519.1474103825717
Kalju FC,,1546.0367036066411
FC Sion U21,,1508.536009162044
TSU Hafnerbach,,1613.406156116876
Capivariano FC,,1652.5392082730236
Zhemchuzhina Sochi,,1624.268724770339
Ho Chi Minh City FC,,1571.5624475635022
Bohemians Praga 1905 U19,,1523.378881892013
FK Banik Sokolov 1948,,1658.0798143944319
Fotbal Fulnek,,1660.0925747578958
Olympiakos Volou,,1528.4577252544502
CSKA Moskwa,,1580.671956072044
Galway United FC,,1623.2070192000392
AE Larisa U19,,1592.8729318987548
FC Strani,,1551.3827231796442
MFK Dubnica,,1620.3742102506044
Sampdoria Primavera,,1589.8760217010254
1.FC Slovacko B,,1535.3304994728842
1.FC Slovacko U19,,1539.0359896498
Leon Saturn Ramenskoe,,1570.903293950324
Dinamo Makhachkala,,1546.1555065400728
Urozhay Krasnodar,,1543.7460684223274
Dinamo Moskwa II,,1596.3037954769554
SK Dynamo Ceske Budejovice B,,1530.5243931964326
TJ Malse Roudne,,1619.8659285800272
HNK Orijent Rijeka,,1604.9700922781362
KF Liria Prizren,,1699.677470332712
Degerfors IF,,1503.828400923625
FC Shirak Gyumri,,1673.035323210957
Amkal Moskau,,1505.5207062534066
Chaika Peschanokopskoe,,1684.4283235500343
Dinamo Samarqand,,1515.6460285877813
US Orleans,,1683.670895815323
FK Teplice B,,1677.2454650331342
Mashuk-KMV Pyatigorsk,,1564.7435699099378
Kuban Holding Pavlovskaya,,1638.2393686398282
FK PKB Padinska Skela,,1528.1016578018568
FK Kozlovice,,1501.9817040207845
Arda Kardzhali,,1557.3364483743783
FC Zbrojovka Brno B,,1631.9455754655417
FC STK 1914 Samorin,,1524.2412930996604
KFC Komarno,,1653.4029556944981
FC Banants Erewan,,1513.5852494218175
FC Zlinsko,,1620.6691461254338
SC Melk,,1657.2896367937806
SK Hanacka Slavia Kromeriz,,1607.9938816516749
FC Viktoria Otrokovice,,1587.6409864870977
FK Pardubice B,,1505.3175071489
FK Spartak Sobeslav,,1517.901773913725
SC Gmund,,1509.9271842707822
FK Dobrovice,,1611.0850570040284
TOP Oss,,1606.7405164355375
Pyeongtaek Citizen,,1582.8118846767804
FK Jablonec 97,,1540.8380572908843
FC Fastav Zlin B,,1635.8841616800607
MSK Puchov,,1699.5434429987995
SK Zestaponi,,1669.0091107210192
FC Trinity Zlin B,,1676.546105704091
FC Vitkovice,,1523.6353575390779
Olympia Agnonese,,1616.4932835898046
Sanremese Calcio,,1625.5330307545507
Robur Siena,,1615.7262317619798
Slavoj Trebisov,,1529.315489003509
TJ Jiskra Domazlice,,1637.9793571041546
FK Kraluv Dvur,,1564.596461573852
Hapoel Akka,,1652.0695097062514
TJ Ligmet Milin,,1626.0383113652479
1.FK Pribram B,,1553.0532658042293
Mosta FC,,1669.0139107494695
Keciorengucu,,1538.387607812675
FC STK Fluminense Samorin,,1683.7682720048938
AD Fafe,,1621.7314403383384
CF Estrela Amadora SAD,,1601.030282154341
Miami FC,,1633.520192618526
Monterey Bay FC,,1674.2533284817762
FC Helsingor,,1604.4989055334584
Phoenix Rising FC,,1687.3899243902654
FK Dubnica nad Vahom,,1556.6905714725078
Slezsky FC Opava U19,,1576.7929317537562
FK Viagem Usti nad Labem,,1653.0698658097288
Slezsky FC Opava B,,1689.7281904594652
FC MSA Dolni Benesov,,1669.2447003944442
Rotherham United,,1538.2934632371962
Troina,,1561.0333498324783
FC Odra Petrkovice,,1590.378695932826
Etoile Sportive du Sahel,,1622.8102920191359
FK Frydek-Mistek,,1545.465053119908
FK Loko Vltavin,,1517.6110861295313
VfB Straubing,,1554.6958741546036
SU Bad Leonfelden,,1562.5198877419507
Bucheon FC 1995,,1511.4051504067186
1.FK Pribram U19,,1533.715769675863
FC Hradec Kralove B,,1542.2439432768795
FC Hradec Kralove U19,,1656.2034684541218
FK Chlumec nad Cidlinou,,1592.222498850182
USC Schweiggers,,1562.2536674779692
Inter Bratislava,,1549.823265647598
FC Zenit Caslav,,1627.676892096832
FC Slovan Velvary,,1631.9671900256233
FK Olympia Praga,,1612.827203268931
FC Rohrendorf,,1554.3928227852566
Harras El Hodoud,,1586.1116602235427
Kampala City Council,,1532.8570415127492
Alassiouty Sport,,1557.9057803145806
Turan-Tovuz IK,,1609.5420684091334
Kapaz PFK,,1655.6040468974948
FK Indjija,,1520.1455978014135
Araz-Nakchivan Nakchivan,,1616.3417243746278
Slovan Galanta,,1521.7483232578636
SK Viktorie Jirny (- 2019),,1693.7077162077926
FK Slavoj Vysehrad U19,,1501.4694454337166
UD San Sebastian de los Reyes,,1646.016765979269
Vereya Stara Zagora,,1679.098204853672
FK Viktoria Zizkov B,,1564.3010090016464
FK Caslav,,1540.3280536075445
US Avellino 1912,,1683.7006657010045
Union SV Esternberg,,1620.6893752003239
SK Posazavan Porici nad Sazavou,,1557.8337736284573
FK Robstav,,1547.8749880032817
SpVgg Osterhofen,,1539.7032823617044
FK Banik Most,,1575.5596328642366
Spartak Trnava B,,1521.4220290137414
USC Biberbach,,1508.0232039553719
Gowerla Uzhorod II (- 2016),,1576.2967387385208
FK Novy Jicin,,1662.549024322104
FC Petrzalka,,1534.0754500653309
ES Setif,,1660.9428223447796
CS Hammam-Lif,,1511.4925332730058
MSK Rimavska Sobota,,1653.047819707532
Racing FC Union Luxembourg,,1675.1676250294915
SV Turkgucu-Ataspor Munchen,,1592.760375235239
SpVgg Bayern Hof,,1675.3335018641526
VfB Auerbach,,1649.7001609106082
SpVgg Lam,,1626.7721518188746
FK Belusa,,1547.4835845571404
ECU Joondalup,,1536.7140698539156
SC Retz,,1657.2016449692178
Deportivo Cuenca,,1522.49716013458
FC Kurim,,1609.0934983537766
SK Lisen B,,1520.4062120204817
TJ Start Brno,,1530.0019395534453
Povltavska FA,,1577.6284410484357
FC Sellier & Bellot Vlasim B,,1596.357288618353
SC Veendam,,1505.93665854477
FK Banik Most-Sous,,1507.787933785202
SPG Katsdorf,,1537.9752168924688
Al-Qaisumah FC,,1623.1552578445007
Tsarsko Selo (-2022),,1530.5073088119993
Karkonosze Jelenia Gora,,1634.1666365297426
FC MAS Taborsko B,,1533.1819871396497
FK Arsenal Ceska Lipa,,1693.9227123451178
ASD San Luca,,1662.7210357616373
Chieti FC 1922,,1634.5594210928177
Union Omaha,,1651.0919288761097
Colorado Rapids,,1698.3075915342465
Queretaro FC,,1642.4027118138008
Houston Dynamo,,1510.5964933762407
Real Salt Lake City,,1604.9493545134155
SC St. Martin,,1618.1454414364862
IF Fuglafjordur,,1541.3690519742786
Lokomotiva Kosice,,1629.215769046968
TJ Tatran Bohunice,,1649.971281730513
SK Hranice,,1522.2183660390988
Dynamo Dresden U19,,1571.7353984499637
FK Teplice U19,,1501.7968949434548
MSK Zeliezovce,,1599.5925866286761
FSV 63 Luckenwalde,,1598.0681818340183
1.FC Magdeburg II,,1507.3988701418173
SK Zapy,,1619.158322213672
SK Vysoke Myto,,1559.074127491275
SK Sparta Kolin,,1576.9260223576193
Chungnam Asan,,1623.7930487794624
Gyeongnam FC,,1522.6000762660985
SK Stap-Tratec Vilemov,,1507.1424458952115
Ansan Greeners,,1577.4263792146064
VfB 03 Hilden,,1667.1393789999104
FK Sumperk,,1527.2724041026022
ASK Weppersdorf,,1544.8484424432052
BFC Daugavpils,,1591.8109124708726
Al-Khaleej FC,,1512.9038281504904
EA Guingamp,,1698.57689717055
NK Bravo,,1508.198270305053
SC Fortuna Koln,,1658.8731213852927
Stade Lavallois,,1550.8206501020952
Kalmar FF,,1558.068028112578
VVV-Venlo,,1525.0872339536545
SC Covilha,,1659.1894166642985
CD Mafra,,1520.0583840838215
Qarabag Agdam U19,,1681.1272898217335
FK Sloboda Mrkonjic Grad,,1508.3772271971511
Sydney FC,,1568.6043199680914
CF Belenenses Lissabon U19,,1681.5828507806066
FK Vitebsk,1152.22253418,1689.0265194814042
Albirex Niigata,,1673.0062091132768
Vegalta Sendai,,1545.70398879482
Stade Rennais FC,,1606.0177681825571
IF Sylvia,,1593.7529902910687
VfB Stuttgart U19,,1586.7833003477674
Bhayangkara Presisi Indonesia FC,,1673.3843637637085
Wuppertaler SV,,1632.2283764924691
TSG 1899 Hoffenheim U19,,1566.253191193312
1.FC Duren,,1644.9712500935077
Yeelen Olympique,,1675.856206924129
Real Betis Balompie,,1513.6195879334812
FC Liverpool U18,,1554.1511003189207
Veria NPS,,1538.8442716235045
Vissel Kobe,,1559.1973428381725
FC Arsenal,,2598.95
Inter Mediolan,,1633.0265017177408
Albacete Balompie,,1572.320614668959
Marsaxlokk FC,,1522.7974099034195
AD Union Adarve,,1598.260033090689
UD Almeria B,,1678.9294284520088
UE Olot,,1698.57170339997
Sestao River,,1684.2341166716974
Arenas Club,,1611.1031311111594
RCD Mallorca B,,1637.5118934944949
Al-Kholood Club,,1636.60794718451
SC Farense,,1557.1651198798945
Club Necaxa,,1535.5009008913757
Coritiba FC,,1671.9158436503242
Al-Ahli SC,,1648.8946175385886
Delfin SC,,1531.8531959673442
Deportivo La Guaira,,1523.994770991068
Dibba Al-Fujairah Club,,1698.6698449834146
Louisville City FC,,1673.791030076191
FC Pari Nizhniy Novgorod,,1513.7499145322092
FC Vestsjaelland,,1626.290122121838
CD Castellon,,1656.636073727598
CD Ebro,,1599.548913484281
CF Badalona,,1556.6269243448126
Pobla de Mafumet CF,,1620.080862959729
FC Internazionale,,1648.9335773171422
Chelsea FC U23,,1649.7567331473006
Ajax Amsterdam U21,,1669.6064714610616
Shkendija Tetovo,,1651.588920437758
RC Deportivo Fabril,,1593.157552436327
Corum FK,,1615.3016050498434
Sakaryaspor,,1524.107243780523
Sumqayit PFK,,1601.2699248999006
FC Urartu Erewan,,1505.0786017118712
BKMA Yerevan,,1608.5482218968964
Ajax U18,,1569.9060079848825
Esporte Clube Bahia,,1672.1068242943722
GD Fontinhas,,1657.7492293676771
Botafogo de Futebol e Regatas,,1530.6738001175436
FC Anyang,,1502.1729065909076
Internacional Porto Alegre,,1661.394428570498
Wadi Degla FC,,1556.499193971732
Torpedo-BelAZ Zhodino,,1555.5246791624713
Dynamo Brest,,1552.9867726870486
Neman Grodno,1166.62976074,1504.2930713008159
Independiente Santa Fe,,1549.1233571463574
LKS Sledziejowice,,1648.4185759914676
Crown Legacy FC,,1572.0549810741174
Rukh Brest (- 2022),,1553.6909518409093
KF Laci,,1593.606353231172
Eyupspor,,1595.5421875902805
FK Khimki,,1553.1122804102363
FC Dinamo City,,1503.9680959487844
FC Ballkani,,1617.234268142687
Kagoshima United,,1624.7422638503613
Centro Sportivo Alagoano (AL),,1673.132889055565
Gangwon FC,,1552.4903829950995
Burgos CF,,1521.5869373792532
Real Oviedo Vetusta,,1656.6999637613333
Merida AD,,1661.0049524162941
Metalist Kharkiv,,1679.3907089444233
Obolon Kijow,,1606.1853337869838
Obolon-Browar Kijow,,1514.560600285456
Pogon Nowe Skalmierzyce,,1679.3247501425703
AS Fokikos Amfissas,,1502.907938808871
Montaneros CF,,1592.6893234569764
Ullensaker/Kisa IL,,1570.9787098496076
CD Teruel,,1566.8936149665974
TSV Eintracht Stadtallendorf,,1578.775929628601
Las Rozas CF,,1503.4186763196506
SD Amorebieta,,1686.3351770905742
Hamarkameratene,,1662.1477584204945
Chemik Bydgoszcz,,1646.277275423709
FC Zurich U21,,1685.367190165269
AS Verbroedering Geel,,1549.1028202793475
NK Karlovac 1919,,1567.9195987294165
Hyderabad FC,,1684.4505539256163
Chennai City FC,,1559.7194685326813
CD Guijuelo,,1637.2225176532193
CD Eldense,,1697.4951724309103
FCI Tallinn,,1693.8564881597542
TSV Emmelshausen,,1688.2796121597944
Ostrovia 1909 Ostrow Wielkopolski,,1611.9442473861518
Kerala Blasters FC,,1603.1816709774746
CA Banfield,,1607.5669925587454
CA Huracan,,1538.537081349864
Altinordu FK,,1615.9020804442418
Central Coast Mariners,,1533.9527528556082
Al-Fateh SC,,1575.1936046542207
FC Volendam,,1568.1646942896937
Lublinianka Lublin,,1506.2573371261992
GKS Tychy II,,1577.5456413406157
ASF Andrezieux-Boutheon,,1659.0213727552941
AD Valdinievole Montecatini,,1573.3000082246394
FC Ponsacco 1920,,1593.591462966602
VF Colligiana,,1665.0941438791754
Ironi Tiberias,,1634.5850099177617
Indy Eleven,,1501.6919305739607
Hapoel Kfar Saba,,1540.2005042470496
New England Revolution,,1571.2421396570364
Vancouver Whitecaps FC,,1526.33076993691
Sportist Svoge,,1501.2482314086576
CSKA 1948 II,,1548.2044080780681
Marek Dupnitsa,,1667.5245140756354
HNK Branitelj Mostar,,1576.0226655969348
FK Mariupol,,1556.310801121959
Proodeftiki Neolea,,1607.949029103054
Unia Redziny,,1617.5774971692776
Rakow Czestochowa II,,1521.1913466006195
Sokol Kolbuszowa,,1674.079804446107
Molfetta Calcio,,1617.9314588594407
ENAD Polis Chrysochous,,1649.857507952303
Unia Janikowo,,1686.418152397514
Avangard Kramatorsk,,1524.0549560759473
Huragan Morag,,1631.6390427730475
PERSIS Solo,,1558.8537819913918
Chonburi FC,,1541.4613033534943
Lokomotiv Tashkent,,1669.8226889824123
NK Ankaran Hrvatini,,1535.5028368660562
ND Dravinja Kostroj,,1520.6784837877694
Stal Chocianow,,1585.5432805737355
Santa Lucia FC,,1520.9255503004895
Weres Rowne,,1546.9256433084297
LKS Lomza,,1534.1297541811807
Salernitana Primavera,,1627.5228508901337
FC Petrocub Hincesti,,1544.0411052406264
Al-Gharafa SC,,1606.6104900242246
FC Nantes,,1649.7159813667854
FC Libourne-Saint-Seurin,,1689.0596234747072
Lecce Primavera,,1579.866645482188
CFR Cluj II,,1571.3506256459289
Kuopion Palloseura,,1546.2416376713013
Al-Wasl SC,,1595.6490083004655
US Vibonese Calcio 1928,,1656.7469472577732
CFR Cluj U19,,1583.7599110898923
SSD Citta di Teramo,,1684.9589419309987
FK Sindjelic Belgrad,,1694.979124406283
FK Zemun,,1614.3032340381399
CSM Olimpia Satu Mare,,1556.120447313469
Ajman Club,,1588.4991489188742
Liaoning FC (- 2019),,1558.5710565496347
RC Lens B,,1620.3316209309494
Maccabi Ahi Nazareth,,1567.9721876263695
FC Botosani U19,,1694.8454467769711
Somuz Falticeni,,1605.857386330245
FC Tokyo,,1628.7989095695812
FC Botosani II,,1561.0508572666147
CD La Equidad Seguros SA,,1636.2897767275226
Fortaleza CEIF,,1620.3949108616378
Esporte Clube Sao Bento (SP),,1564.691980620841
US Concarneau,,1533.5440220166138
Maccabi Kabilio Jaffa,,1647.3337117679064
Bidvest Wits FC,,1526.3630113098295
ACS Tg. Mures-Marosvasarhely SE,,1582.6103304997641
Al-Sailiya SC,,1651.7525861071913
AO Kerkyra,,1685.3107717518387
Ethnikos Asteras,,1639.109872345935
AO Egaleo,,1556.0433394161792
Academia Rapid,,1642.249918994295
Torino Under 17,,1608.5473174098056
CS Dinamo Bucuresti,,1574.6610338850403
FC Ordino,,1630.8700837326096
CA Estudiantes,,1578.259084922283
Club Atletico Tigre,,1580.9148967834808
Quilmes Atletico Club,,1608.4186586328046
CA Velez Sarsfield,,1625.6799591020992
FK Bodo/Glimt,,1676.704993084481
FC Rapid 1923 II,,1679.976380792245
PFC Simurq,,1675.8844583875077
Hassania d'Agadir,,1625.4823678220073
Raja Club Athletic,,1605.888348914982
FC Groningen U21,,1563.6082503018881
FC Groningen U19,,1514.8806148565602
Gloria Baneasa,,1610.9434956486327
Dalkurd FF,,1512.796923417611
Angers SCO B,,1535.469515501132
Hapoel Nof HaGalil,,1537.2901025883673
PFK Vidima-Rakovski,,1594.836473764655
Dynamo 2 Kijow,,1638.382735197827
US Boulogne,,1658.427165694879
Al-Ula FC,,1664.2795456659983
AC Dolomiti Bellunesi,,1543.4665738180047
SD Sencur,,1613.0165771232214
RFC Seraing,,1679.4631037173488
USL Dunkerque,,1552.888073342993
FC Villefranche-Beaujolais,,1680.818716677867
AS Bisceglie 1913,,1564.5740350154472
SEF Torres 1903,,1648.6675754246162
AC Trento,,1532.82848678888
AC Legnano,,1537.1374116796699
Vancouver FC,,1529.4356294308868
Cavalry FC,,1618.0431345930847
CP Villarrobledo,,1541.8886737177409
FK Podgorica,1074.66125488,1600.8689901037408
Paykan FC,,1516.181333520356
FA Siauliai,,1504.5054322174883
Crisul Chisineu-Cris,,1501.6908793334526
CSC Dumbravita,,1511.586992749593
KS Besa,,1557.0229330598854
Cesena Primavera,,1635.6908204305184
FK Banga Gargzdai,,1521.0965065864723
FK Klaipedos Granitas (-2015),,1696.0219438905226
Pacific FC,,1644.0116883530818
Vancouver Whitecaps FC 2,,1645.4692707819145
FC Edmonton,,1559.1295550009354
Lokomotiv Gorna Oryahovitsa,,1545.6666328437072
ACSC FC Arges U19,,1565.3953214412843
FC Groningen/Cambuur U21,,1618.6929618715876
ACSC FC Arges II,,1689.8224485883895
Sporting Rosiori,,1622.437615915377
CSM Unirea Alba Iulia,,1637.6116125077176
Sassuolo Primavera,,1581.5967570291543
ACSO Filiasi,,1661.5698176510225
Los Angeles Galaxy II,,1591.2823510430044
Pro Piacenza 1919,,1640.9444583804136
Santarcangelo Calcio,,1579.55722023807
SC Uniao Torreense,,1676.176822056405
KSV Roeselare (- 2020),,1613.40694247919
Excelsior Mouscron (- 2009),,1613.7109209551368
Qingdao Red Lions,,1587.211567185271
KAS Eupen U21,,1631.225674020908
Club Atletico Colon,,1621.5959900960456
Gimnasia y Esgrima de Mendoza,,1534.3188071026939
Nuorese Calcio,,1695.458534349699
SSD Argentina Arma,,1631.6169992353562
Catania Primavera,,1593.114305530558
Mumbai City FC,,1523.2571147456902
Academica Clinceni U19 (- 2022),,1647.4285409064153
AP Brera Strumica,,1528.0712617437512
US Grosseto 1912,,1625.738916272499
AZ Picerno,,1544.0178156191216
Virtus Francavilla Calcio,,1679.1274957622256
SV Zweckel,,1651.3396859312218
AC Gozzano,,1641.2723676904316
Belasitsa Petrich,,1661.0103963618628
PFC Lviv,,1501.764707646591
Keflavik IF,,1536.5032531423738
NK Dubrava Tim kabel,,1660.8569021115713
FC Dietikon,,1628.7485617481461
ACS Mostistea Ulmu (2016 - 2021),,1575.0338829308419
Uniao Luziense,,1675.5927632614964
Esportivo,,1597.7531050274708
Lion City Sailors,,1590.403149044665
Home United,,1615.0862109911243
Tre Fiori FC,,1574.9958575906287
Carrarese Calcio 1908,,1615.3497805602315
Vicenza Primavera,,1617.0517192027028
Delta Tulcea,,1639.5103199788282
SCM Pitesti,,1546.318123947409
CSM Sighetu Marmatiei,,1515.899392723757
CF Braila,,1674.8028579914012
CA Boca Juniors,,1533.1315494165353
Manchester United,,2274.19
FC Kopenhagen U19,,1583.113127551241
Al-Kharitiyath SC,,1578.4217967256836
FC Progres Niederkorn,,1596.9985694105908
Como 1907,,1580.1827435461898
Spartak Moskwa,,1509.0628088661072
SGV Freiberg,,1673.3639996219176
TSV 1860 Munchen II,,1652.6601896825116
Whitecaps FC 2,,1555.4915087118884
AKA SK Austria Klagenfurt U18,,1524.1202013467685
FC Schalke 04 U19,,1552.9080413830025
TSV 1880 Wasserburg,,1510.3534230529624
Sanliurfaspor,,1525.8995731080333
CF Lorca Deportiva,,1672.8385925403861
Tours FC,,1663.9288367751924
NK Zminj,,1522.5556204195732
Kazincbarcikai SC,,1699.7900903795444
Union Mauer,,1568.2498428094132
Union St. Florian,,1599.3413141332721
SC Rabenstein,,1608.9257486696517
FC Seefelder Plateau ,,1697.296137674014
Virtus Bolzano,,1678.2419765738339
WSG Wattens II,,1570.9382469054572
NK Solin,,1549.856958252608
WSG Tirol II,,1549.5823381642795
KMSK Deinze,,1678.1210130399538
KRC Genk U19,,1664.4247623487902
FC Pinzgau Saalfelden,,1534.2393299920886
KF Egnatia,,1604.8263155883112
ASK-BSC Bruck/Leitha (- 2023),,1658.7615102130312
Pohang Steelers,,1506.833880021134
HNK Segesta Sisak,,1545.7738158377877
Floridsdorfer AC II,,1573.6769135528855
Amora FC,,1660.5927507300048
SV Anger,,1673.9577084700732
SK Furstenfeld,,1667.8519658964524
SV Lafnitz II,,1566.7074118990013
SC Liezen,,1673.6595158110053
Arendal Fotball,,1681.801996263386
FSV Union Furstenwalde,,1694.5148108834144
SC Admira Dornbirn,,1626.8875866730018
Rot-Weiss Rankweil,,1687.13788002957
NK Sesvete,,1550.506504577829
FC Bulle,,1683.217862185745
FC Breitenrain,,1628.4408110611166
Latina Primavera,,1592.314522329585
Fussballakademie Linz U18,,1575.898518327625
SV Tillmitsch,,1583.6156411186964
FK Radnicki Belgrad,,1569.7421159600278
FK Jezero,,1678.6775573540804
NK Osijek II,,1575.0079645172766
SV Heimstetten,,1649.9778816125122
FC Bayern Alzenau,,1676.063800502883
South Georgia Tormenta FC,,1603.907830055375
SV Gmunden,,1511.4028588786139
FC Zirl,,1604.1936763580836
FK Rudar Prijedor,,1511.534295430817
ASK Loosdorf,,1665.50497078137
BFK SIMM-BAU,,1688.8312431848044
FK Alfa Modrica,,1547.8481542989716
FC Tucson,,1658.726547965911
SV Haitzendorf,,1515.5805937374303
SV Viktoria Aschaffenburg,,1647.9732790563894
VfB Eichstatt,,1688.0084057236118
VfB Lubeck,,1694.7554400371923
SV Seligenporten,,1624.1313009058626
Duzcespor,,1695.4012459049488
Batman Petrolspor,,1641.621726716947
Van Spor FK,,1659.075421330247
Bayburt Ozel Idare Spor,,1598.0859155087924
Sariyer,,1585.714346319832
Nazilli Belediyespor,,1559.0004614144389
FC Bassecourt,,1569.5539574277846
Bronshoj Boldklub,,1575.253505615983
Dnyapro Mogilev (- 2019),,1686.679931656909
DAC Dunajska Streda B,,1598.859669859801
Rudar Pljevlja,,1546.1309331160253
Hellas Verona Primavera,,1559.7164675427673
Gran Valencia FC,,1660.6817381136752
Metropolitanos FC,,1606.1448538339673
Deportivo Miranda FC,,1517.266763498768
Monagas SC,,1609.8343160114991
Estudiantes de Caracas SC,,1604.4603124086373
FK Pardubice U19,,1685.7522417253285
Cape Town City FC ,,1560.9494095265577
Mpumalanga Black Aces FC,,1568.060628332444
Asokwa Deportivo FC,,1570.427293433905
Veles Moskwa,,1692.9058125191088
Akron Togliatti,,1642.3980312979747
Lokomotiv-Kazanka Moskau,,1574.5828543608066
Lokomotiv Moskau II,,1586.0399571564785
NK TOSK Tesanj,,1590.783050169018
El Ahly Kair,,1684.586537412625
Smouha SC,,1516.0156401635863
OFK Petrovac,,1609.8884213102237
Luch Vladivostok,,1642.7582694289765
Luch-Energia Vladivostok,,1515.9897205637233
Nasaf Qarshi,,1568.2273179689835
FK Smederevo 1924,,1665.0531174910263
Dacia Buiucani,,1674.8052793931142
Beitar Tel Aviv Bat Yam,,1679.609044853431
SK Batov 1930,,1584.8236584852907
FC Fastav Zlin U19,,1569.561962694844
Universidad San Martin de Porres,,1561.2276464237445
Club Atletico Grau,,1587.8505254441945
Universitario de Deportes,,1542.2501266674954
Calcio Padova,,1630.8227125842986
FC Hlinsko,,1526.3687798847782
SK Aritma Praga,,1670.4383701301683
El Dakhlia SC,,1612.7868613459098
Czerkaskyi Dnipro,,1689.2836929250152
FC Samtredia,,1659.7681151944282
Vilaverdense FC,,1519.4654708108105
FK Dinamo Tirane U19,,1580.2763063362736
MFK Chrudim B,,1527.6772834695198
Sportunion St. Martin im Muhlkreis,,1616.6152612513426
OFK Backa,,1601.2892427100305
Balmazujvaros FC,,1696.674921170605
Granit Mikashevichi,,1503.0163975485762
Amiens SC B,,1639.5998405978755
SV Unter-Flockenbach,,1683.5758259115414
Buxton FC,,1577.3620145297243
Xinjiang Tianshan Leopard,,1607.4931572471214
Colorado Springs Switchbacks FC,,1610.6046728616761
Elite Falcons FC,,1682.2879334865506
Foshan Nanshi,,1687.6385764342401
FC Floresti,,1683.291686641135
FKM Nove Zamky,,1553.260379631563
FK Eik Tonsberg 871,,1665.7106616454296
KF Terbuni,,1548.1465945640116
AFC Humpolec,,1648.5878948382767
ENY Digenis Ypsona,,1512.1894949843731
SO Cholet,,1588.4332413347192
Club Africain Tunis,,1639.6590137828093
Sriwijaya FC,,1631.7331845740634
Girnyk-Sport Goriszni Plawni,,1524.107177822028
FC Malisheva,,1542.0559503910881
FC Talant,,1540.192894601744
Frosinone Primavera,,1505.824323248633
SK Dynamo Ceske Budejovice U19,,1575.3869114116724
Varbergs BoIS,,1694.0893478753885
Al-Wahda FC,,1503.5572219220915
Petrotrest St. Petersburg (-2013),,1532.9570660176312
IFK Norrkoping U19,,1611.4382243110178
Aberdeen FC,,1535.6726490146232
Chicago Fire FC,,1578.23701374218
FC Schaffhausen,,1623.7394585403897
FC Stade-Lausanne-Ouchy,,1555.4010418976786
SC Teutonia Watzenborn-Steinberg,,1617.9966181698992
Stolem Gniewino,,1590.3355473752297
Tigres FC,,1536.7251412310834
Reggina 1914,,1650.545545042661
Lleida Esportiu,,1647.6866148496222
Caernarfon Town,,1533.3728430054869
Grasshopper Club Zurich U21,,1526.9422533886795
AEZ Zakakiou,,1586.0705035263384
Ontinyent CF,,1630.5517674100572
Makedonikos Neapolis,,1507.5435612112235
Erzurumspor FK,,1649.4730990455853
UP Langreo,,1532.5488208045908
Club Rapido de Bouzas,,1551.1238411389716
CCD Cerceda (- 2018),,1631.97651236618
Rosenborg BK II,,1577.3775232947298
AC Siena,,1530.902746133408
FC Stumbras Kaunas (- 2019),,1635.6761138280942
Sligo Rovers,,1643.3372867627918
DFK Dainava Alytus,,1595.4191168909274
York United FC,,1654.951723871533
CF America,,1617.1801068863792
Club Atletico Platense,,1514.345675748206
CA Newell's Old Boys,,1543.6567069960515
CA Newell's Old Boys II,,1608.2620475319513
Swansea City,,1606.9093569872118
SC Heerenveen U21,,1628.4392305378726
Baltika Kaliningrad,,1609.4242333179948
Fortaleza Esporte Clube,,1595.104337407281
Club Universidad de Chile,,1597.7890340843805
Atlas Guadalajara,,1584.2262422097608
CD Vitoria,,1605.9869134225369
Girona FC B,,1562.1415724488293
Real Valladolid Promesas,,1662.6666921155445
SV Buchonia Flieden,,1626.173632628301
EA Guingamp B,,1574.3186851294352
PFK Sumy (-2019),,1687.0176022665732
Jednist' Plysky (-2018),,1636.2359984317116
US Viterbese 1908,,1684.021607493499
Rakow Czestochowa U19,,1698.44579515309
Nejmeh SC,,1528.2390507722578
Enisey Krasnoyarsk,,1677.4367657163593
Zirka Kropywnyckyj,,1616.0424193486465
Ursus Warszawa,,1636.3194914198689
Levadia Tallinn,,1636.5955309282706
JK Tammeka Tartu,,1613.4115750164
Viimsi JK,,1586.6933551416705
Jamshedpur FC,,1532.1806327642062
Parnu Linnameeskond,,1619.9627751199876
JK Nomme Kalju,,1675.6053664425945
US Livorno 1915,,1673.9977970088316
Calcio Como,,1597.083823781584
CSU Alba Iulia,,1543.4409656491682
